"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","translation regulator activity, nucleic acid binding","GO:0090079","1","0","86","6","1","2920","Q8IKW5"
"GO:MF","organic cyclic compound binding","GO:0097159","1","0","1222","6","4","2920","O96258,Q8IB51,Q8IBQ5,Q8IKW5"
"GO:MF","carbohydrate derivative binding","GO:0097367","1","0","552","6","1","2920","Q8IKW5"
"GO:MF","ribosome binding","GO:0043022","1","0","28","6","1","2920","Q8IKW5"
"GO:MF","guanyl nucleotide binding","GO:0019001","1","0","91","6","1","2920","Q8IKW5"
"GO:MF","nucleoside-triphosphatase activity","GO:0017111","1","0","197","6","1","2920","Q8IKW5"
"GO:MF","purine nucleotide binding","GO:0017076","1","0","535","6","1","2920","Q8IKW5"
"GO:MF","molecular_function","GO:0003674","1","0","2916","6","6","2920","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:MF","nucleic acid binding","GO:0003676","1","0","764","6","4","2920","O96258,Q8IB51,Q8IBQ5,Q8IKW5"
"GO:MF","RNA binding","GO:0003723","1","0","419","6","3","2920","O96258,Q8IB51,Q8IBQ5"
"GO:MF","mRNA binding","GO:0003729","1","0","74","6","1","2920","O96258"
"GO:MF","translation elongation factor activity","GO:0003746","1","0","25","6","1","2920","Q8IKW5"
"GO:MF","catalytic activity","GO:0003824","1","0","1540","6","1","2920","Q8IKW5"
"GO:MF","GTPase activity","GO:0003924","1","0","72","6","1","2920","Q8IKW5"
"GO:MF","binding","GO:0005488","1","0","2077","6","5","2920","O96258,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:MF","GTP binding","GO:0005525","1","0","89","6","1","2920","Q8IKW5"
"GO:MF","enzyme activator activity","GO:0008047","1","0","34","6","1","2920","Q8IIX0"
"GO:MF","translation factor activity, RNA binding","GO:0008135","1","0","85","6","1","2920","Q8IKW5"
"GO:MF","pyrophosphatase activity","GO:0016462","1","0","214","6","1","2920","Q8IKW5"
"GO:MF","hydrolase activity","GO:0016787","1","0","694","6","1","2920","Q8IKW5"
"GO:MF","hydrolase activity, acting on acid anhydrides","GO:0016817","1","0","218","6","1","2920","Q8IKW5"
"GO:MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","GO:0016818","1","0","218","6","1","2920","Q8IKW5"
"GO:MF","molecular function regulator activity","GO:0098772","1","0","104","6","1","2920","Q8IIX0"
"GO:MF","nucleoside phosphate binding","GO:1901265","1","0","594","6","1","2920","Q8IKW5"
"GO:MF","heterocyclic compound binding","GO:1901363","1","0","1221","6","4","2920","O96258,Q8IB51,Q8IBQ5,Q8IKW5"
"GO:BP","translation","GO:0006412","0.0003309337382949316","3.4802589547851537","317","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","peptide biosynthetic process","GO:0043043","0.00034376362210324367","3.463740083308432","319","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","amide biosynthetic process","GO:0043604","0.00042976653510290994","3.36676740500553","331","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","peptide metabolic process","GO:0006518","0.000462137373400187","3.3352289083366418","335","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular amide metabolic process","GO:0043603","0.000656114614861331","3.1830202882860807","355","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular macromolecule biosynthetic process","GO:0034645","0.0008703909958024662","3.06028561040041","372","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","0.004880646002072932","2.311522690995728","495","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","macromolecule biosynthetic process","GO:0009059","0.01130428793268664","1.9467567890589668","569","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular nitrogen compound biosynthetic process","GO:0044271","0.022106796493542268","1.6554741866830192","636","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular biosynthetic process","GO:0044249","0.0693620713750128","1.1588779459051795","769","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","organic substance biosynthetic process","GO:1901576","0.07555299186230681","1.1217483331308682","780","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","biosynthetic process","GO:0009058","0.07851550675647942","1.1050445619337526","785","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular protein metabolic process","GO:0044267","0.13128547025084447","0.8817833358987341","855","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","protein metabolic process","GO:0019538","0.21216439822945163","0.6733274901315516","926","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","gene expression","GO:0010467","0.24126966717696383","0.6174972748824281","946","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","translational elongation","GO:0006414","0.5183501163583655","0.28537679963880747","38","6","2","2939","Q8IIX0,Q8IKW5"
"GO:BP","cellular macromolecule metabolic process","GO:0044260","0.5944347945031139","0.225895777614842","1099","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","0.5976949487691279","0.22352041445402848","1100","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cytoplasmic translation","GO:0002181","0.725314480196594","0.1394736521857049","45","6","2","2939","Q8IB51,Q8IIX0"
"GO:BP","regulation of protein kinase activity","GO:0045859","1","0","12","6","1","2939","Q8IIX0"
"GO:BP","macromolecule metabolic process","GO:0043170","1","0","1585","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular metabolic process","GO:0044237","1","0","1870","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","positive regulation of molecular function","GO:0044093","1","0","30","6","1","2939","Q8IIX0"
"GO:BP","cellular component biogenesis","GO:0044085","1","0","443","6","1","2939","Q8IBQ5"
"GO:BP","protein-containing complex organization","GO:0043933","1","0","235","6","1","2939","Q8IBQ5"
"GO:BP","regulation of kinase activity","GO:0043549","1","0","14","6","1","2939","Q8IIX0"
"GO:BP","macromolecule modification","GO:0043412","1","0","539","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of protein kinase activity","GO:0045860","1","0","6","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of catalytic activity","GO:0043085","1","0","28","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of phosphorylation","GO:0042327","1","0","9","6","1","2939","Q8IIX0"
"GO:BP","regulation of phosphorylation","GO:0042325","1","0","17","6","1","2939","Q8IIX0"
"GO:BP","primary metabolic process","GO:0044238","1","0","1821","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","positive regulation of phosphate metabolic process","GO:0045937","1","0","9","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of cellular process","GO:0048522","1","0","93","6","1","2939","Q8IIX0"
"GO:BP","non-membrane-bounded organelle assembly","GO:0140694","1","0","58","6","1","2939","Q8IBQ5"
"GO:BP","regulation of primary metabolic process","GO:0080090","1","0","273","6","1","2939","Q8IIX0"
"GO:BP","cellular component organization or biogenesis","GO:0071840","1","0","735","6","1","2939","Q8IBQ5"
"GO:BP","ribonucleoprotein complex subunit organization","GO:0071826","1","0","92","6","1","2939","Q8IBQ5"
"GO:BP","organic substance metabolic process","GO:0071704","1","0","1884","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","organelle assembly","GO:0070925","1","0","90","6","1","2939","Q8IBQ5"
"GO:BP","regulation of molecular function","GO:0065009","1","0","93","6","1","2939","Q8IIX0"
"GO:BP","biological regulation","GO:0065007","1","0","667","6","1","2939","Q8IIX0"
"GO:BP","protein-containing complex assembly","GO:0065003","1","0","203","6","1","2939","Q8IBQ5"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","1","0","305","6","1","2939","Q8IIX0"
"GO:BP","ribosomal small subunit biogenesis","GO:0042274","1","0","47","6","1","2939","Q8IBQ5"
"GO:BP","positive regulation of transferase activity","GO:0051347","1","0","11","6","1","2939","Q8IIX0"
"GO:BP","regulation of transferase activity","GO:0051338","1","0","17","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of protein metabolic process","GO:0051247","1","0","30","6","1","2939","Q8IIX0"
"GO:BP","regulation of protein metabolic process","GO:0051246","1","0","105","6","1","2939","Q8IIX0"
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","1","0","28","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of nitrogen compound metabolic process","GO:0051173","1","0","72","6","1","2939","Q8IIX0"
"GO:BP","regulation of nitrogen compound metabolic process","GO:0051171","1","0","268","6","1","2939","Q8IIX0"
"GO:BP","regulation of cellular process","GO:0050794","1","0","518","6","1","2939","Q8IIX0"
"GO:BP","regulation of catalytic activity","GO:0050790","1","0","90","6","1","2939","Q8IIX0"
"GO:BP","regulation of biological process","GO:0050789","1","0","568","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of biological process","GO:0048518","1","0","97","6","1","2939","Q8IIX0"
"GO:BP","ribosome assembly","GO:0042255","1","0","41","6","1","2939","Q8IBQ5"
"GO:BP","cellular component assembly","GO:0022607","1","0","263","6","1","2939","Q8IBQ5"
"GO:BP","protein modification process","GO:0036211","1","0","448","6","1","2939","Q8IIX0"
"GO:BP","cellular component organization","GO:0016043","1","0","560","6","1","2939","Q8IBQ5"
"GO:BP","phosphorylation","GO:0016310","1","0","196","6","1","2939","Q8IIX0"
"GO:BP","regulation of phosphate metabolic process","GO:0019220","1","0","28","6","1","2939","Q8IIX0"
"GO:BP","regulation of metabolic process","GO:0019222","1","0","318","6","1","2939","Q8IIX0"
"GO:BP","ribonucleoprotein complex biogenesis","GO:0022613","1","0","272","6","1","2939","Q8IBQ5"
"GO:BP","ribonucleoprotein complex assembly","GO:0022618","1","0","89","6","1","2939","Q8IBQ5"
"GO:BP","regulation of cellular metabolic process","GO:0031323","1","0","275","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of cellular metabolic process","GO:0031325","1","0","74","6","1","2939","Q8IIX0"
"GO:BP","regulation of protein modification process","GO:0031399","1","0","26","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of protein modification process","GO:0031401","1","0","9","6","1","2939","Q8IIX0"
"GO:BP","activation of protein kinase activity","GO:0032147","1","0","5","6","1","2939","Q8IIX0"
"GO:BP","regulation of cellular protein metabolic process","GO:0032268","1","0","100","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of cellular protein metabolic process","GO:0032270","1","0","29","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of kinase activity","GO:0033674","1","0","8","6","1","2939","Q8IIX0"
"GO:BP","cellular nitrogen compound metabolic process","GO:0034641","1","0","1214","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","1","0","74","6","1","2939","Q8IIX0"
"GO:BP","ribosome biogenesis","GO:0042254","1","0","223","6","1","2939","Q8IBQ5"
"GO:BP","positive regulation of phosphorus metabolic process","GO:0010562","1","0","9","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of metabolic process","GO:0009893","1","0","77","6","1","2939","Q8IIX0"
"GO:BP","ribosomal small subunit assembly","GO:0000028","1","0","13","6","1","2939","Q8IBQ5"
"GO:BP","regulation of protein phosphorylation","GO:0001932","1","0","15","6","1","2939","Q8IIX0"
"GO:BP","positive regulation of protein phosphorylation","GO:0001934","1","0","7","6","1","2939","Q8IIX0"
"GO:BP","cellular protein modification process","GO:0006464","1","0","448","6","1","2939","Q8IIX0"
"GO:BP","protein phosphorylation","GO:0006468","1","0","127","6","1","2939","Q8IIX0"
"GO:BP","phosphorus metabolic process","GO:0006793","1","0","386","6","1","2939","Q8IIX0"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","1","0","379","6","1","2939","Q8IIX0"
"GO:BP","nitrogen compound metabolic process","GO:0006807","1","0","1752","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","organelle organization","GO:0006996","1","0","411","6","1","2939","Q8IBQ5"
"GO:BP","biological_process","GO:0008150","1","0","2934","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","metabolic process","GO:0008152","1","0","1965","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:BP","cellular process","GO:0009987","1","0","2641","6","6","2939","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","cytosolic ribosome","GO:0022626","0.0000025657921238491077","5.590778532342345","93","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","ribosomal subunit","GO:0044391","0.000020356987511676208","4.691286489785901","140","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","cytosol","GO:0005829","0.000035393277858826806","4.451079214415907","352","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","ribosome","GO:0005840","0.0000494270079852535","4.30603567832787","167","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","ribonucleoprotein complex","GO:1990904","0.00007100388547977541","4.148717885136488","395","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","cytosolic small ribosomal subunit","GO:0022627","0.0009011267710393185","3.04521410792215","38","6","3","3609","O96258,O97248,Q8IBQ5"
"GO:CC","small ribosomal subunit","GO:0015935","0.0022064000705864168","2.656315737274421","51","6","3","3609","O96258,O97248,Q8IBQ5"
"GO:CC","intracellular non-membrane-bounded organelle","GO:0043232","0.01946051860556996","1.7108455903504916","558","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","non-membrane-bounded organelle","GO:0043228","0.019630949011530487","1.707058704958905","559","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","protein-containing complex","GO:0032991","0.03525819065264514","1.4527399781891055","1107","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","cytosolic large ribosomal subunit","GO:0022625","0.13556277567839284","0.8678595474661995","54","6","2","3609","Q8IB51,Q8IIX0"
"GO:CC","large ribosomal subunit","GO:0015934","0.3693583998957947","0.43255201986782077","90","6","2","3609","Q8IB51,Q8IIX0"
"GO:CC","cytoplasm","GO:0005737","0.7874504792572643","0.10377674834667007","1856","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","cellular_component","GO:0005575","1","0","3593","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","intracellular anatomical structure","GO:0005622","1","0","2540","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"GO:CC","organelle","GO:0043226","1","0","2238","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","intracellular organelle","GO:0043229","1","0","2189","6","5","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"GO:CC","cellular anatomical entity","GO:0110165","1","0","3529","6","6","3609","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0,Q8IKW5"
"KEGG","Ribosome","KEGG:03010","0.00005036242529755385","4.297893363790892","93","5","5","1056","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"KEGG","KEGG root term","KEGG:00000","1","0","1056","5","5","1056","O96258,O97248,Q8IB51,Q8IBQ5,Q8IIX0"
"REAC","Peptide chain elongation","REAC:R-PFA-156902","0.03143358395367687","1.502606099333394","84","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Eukaryotic Translation Termination","REAC:R-PFA-72764","0.03376131335606496","1.4715806671353238","86","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Selenocysteine synthesis","REAC:R-PFA-2408557","0.03376131335606496","1.4715806671353238","86","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Selenoamino acid metabolism","REAC:R-PFA-2408522","0.03496707454735302","1.4563407005785867","87","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","REAC:R-PFA-975956","0.03496707454735302","1.4563407005785867","87","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Eukaryotic Translation Elongation","REAC:R-PFA-156842","0.037464039378231014","1.426385398741366","89","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","REAC:R-PFA-975957","0.0414280411496447","1.3827056010490921","92","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Nonsense-Mediated Decay (NMD)","REAC:R-PFA-927802","0.0414280411496447","1.3827056010490921","92","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Formation of a pool of free 40S subunits","REAC:R-PFA-72689","0.044220260772917463","1.3543787006558767","94","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","L13a-mediated translational silencing of Ceruloplasmin expression","REAC:R-PFA-156827","0.04566222579812141","1.3404429227125831","95","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Cap-dependent Translation Initiation","REAC:R-PFA-72737","0.04863951574377788","1.313010757560404","97","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Eukaryotic Translation Initiation","REAC:R-PFA-72613","0.04863951574377788","1.313010757560404","97","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","GTP hydrolysis and joining of the 60S ribosomal subunit","REAC:R-PFA-72706","0.04863951574377788","1.313010757560404","97","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","SRP-dependent cotranslational protein targeting to membrane","REAC:R-PFA-1799339","0.05334379880472642","1.2729160598650213","100","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Metabolism of amino acids and derivatives","REAC:R-PFA-71291","0.07119764166998187","1.1475343915692673","110","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","rRNA processing","REAC:R-PFA-72312","0.12359794471353629","0.9079887509866149","132","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","rRNA processing in the nucleus and cytosol","REAC:R-PFA-8868773","0.12359794471353629","0.9079887509866149","132","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Major pathway of rRNA processing in the nucleolus and cytosol","REAC:R-PFA-6791226","0.12359794471353629","0.9079887509866149","132","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Translation","REAC:R-PFA-72766","0.1476537876871954","0.8307554078214957","140","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Metabolism of RNA","REAC:R-PFA-8953854","0.4947691771586139","0.30559736362433254","209","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Metabolism","REAC:R-PFA-1430728","0.8798678585705313","0.05558254671666553","253","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Ribosomal scanning and start codon recognition","REAC:R-PFA-72702","1","0","53","3","1","898","O97248"
"REAC","Metabolism of proteins","REAC:R-PFA-392499","1","0","326","3","3","898","O97248,Q8IB51,Q8IIX0"
"REAC","Formation of the ternary complex, and subsequently, the 43S complex","REAC:R-PFA-72695","1","0","51","3","1","898","O97248"
"REAC","REACTOME root term","REAC:0000000","1","0","898","3","3","898","O97248,Q8IB51,Q8IIX0"
