"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","kinase regulator activity","GO:0019207","1","0","15","8","1","2920","C0H5A0"
"GO:MF","nucleoside-triphosphatase activity","GO:0017111","1","0","197","8","1","2920","Q8ID85"
"GO:MF","purine nucleotide binding","GO:0017076","1","0","535","8","1","2920","Q8ID85"
"GO:MF","protein kinase binding","GO:0019901","1","0","8","8","1","2920","C0H5A0"
"GO:BP","tRNA methylthiolation","GO:0035600","0.8799615163497995","0.0555363205798121","1","9","1","2939","C6KT59"
"GO:BP","methylation","GO:0032259","0.939434669825821","0.02713341622409034","106","9","3","2939","C6KT59,Q8I324,Q8IJD1"
"GO:BP","regulation of cellular protein metabolic process","GO:0032268","1","0","100","9","1","2939","C0H5A0"
"GO:BP","DNA geometric change","GO:0032392","1","0","44","9","1","2939","Q8ID85"
"GO:BP","DNA duplex unwinding","GO:0032508","1","0","44","9","1","2939","Q8ID85"
"GO:BP","RNA biosynthetic process","GO:0032774","1","0","195","9","1","2939","Q8ID85"
"GO:BP","ncRNA processing","GO:0034470","1","0","238","9","3","2939","C6KT59,Q8I324,Q8IB25"
"GO:BP","regulation of cellular biosynthetic process","GO:0031326","1","0","191","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","positive regulation of cellular metabolic process","GO:0031325","1","0","74","9","1","2939","C0H5A0"
"GO:BP","regulation of cellular metabolic process","GO:0031323","1","0","275","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","positive regulation of kinase activity","GO:0033674","1","0","8","9","1","2939","C0H5A0"
"GO:BP","regulation of cellular amide metabolic process","GO:0034248","1","0","58","9","1","2939","C0H5A0"
"GO:BP","metallo-sulfur cluster assembly","GO:0031163","1","0","17","9","1","2939","Q8IBI5"
"GO:BP","cellular macromolecule biosynthetic process","GO:0034645","1","0","372","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","protein acylation","GO:0043543","1","0","38","9","1","2939","Q8ID85"
"GO:BP","oxoacid metabolic process","GO:0043436","1","0","164","9","1","2939","Q8IBI5"
"GO:BP","macromolecule methylation","GO:0043414","1","0","75","9","1","2939","Q8I324"
"GO:BP","macromolecule modification","GO:0043412","1","0","539","9","3","2939","C6KT59,Q8I324,Q8ID85"
"GO:BP","macromolecule metabolic process","GO:0043170","1","0","1585","9","7","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85,Q8IJD1"
"GO:BP","positive regulation of catalytic activity","GO:0043085","1","0","28","9","1","2939","C0H5A0"
"GO:BP","cellular nitrogen compound metabolic process","GO:0034641","1","0","1214","9","7","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85,Q8IJD1"
"GO:BP","peptide biosynthetic process","GO:0043043","1","0","319","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","regulation of phosphorylation","GO:0042325","1","0","17","9","1","2939","C0H5A0"
"GO:BP","ribosomal large subunit biogenesis","GO:0042273","1","0","56","9","1","2939","Q8IDT3"
"GO:BP","ribosome biogenesis","GO:0042254","1","0","223","9","1","2939","Q8IDT3"
"GO:BP","ncRNA metabolic process","GO:0034660","1","0","285","9","3","2939","C6KT59,Q8I324,Q8IB25"
"GO:BP","nucleobase-containing compound catabolic process","GO:0034655","1","0","90","9","1","2939","C6KSR4"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","1","0","295","9","1","2939","Q8ID85"
"GO:BP","positive regulation of phosphorylation","GO:0042327","1","0","9","9","1","2939","C0H5A0"
"GO:BP","protein modification process","GO:0036211","1","0","448","9","1","2939","Q8ID85"
"GO:BP","tRNA methylation","GO:0030488","1","0","20","9","1","2939","Q8I324"
"GO:BP","RNA 3'-end processing","GO:0031123","1","0","37","9","1","2939","Q8IB25"
"GO:BP","snRNA processing","GO:0016180","1","0","10","9","1","2939","Q8IB25"
"GO:BP","snRNA metabolic process","GO:0016073","1","0","16","9","1","2939","Q8IB25"
"GO:BP","mRNA metabolic process","GO:0016071","1","0","201","9","2","2939","C6KSR4,Q8IB25"
"GO:BP","RNA metabolic process","GO:0016070","1","0","676","9","5","2939","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85"
"GO:BP","cellular component organization","GO:0016043","1","0","560","9","2","2939","Q8IBI5,Q8ID85"
"GO:BP","negative regulation of gene expression","GO:0010629","1","0","66","9","1","2939","C6KSR4"
"GO:BP","post-transcriptional regulation of gene expression","GO:0010608","1","0","75","9","1","2939","C0H5A0"
"GO:BP","iron-sulfur cluster assembly","GO:0016226","1","0","17","9","1","2939","Q8IBI5"
"GO:BP","negative regulation of macromolecule metabolic process","GO:0010605","1","0","96","9","1","2939","C6KSR4"
"GO:BP","regulation of macromolecule biosynthetic process","GO:0010556","1","0","187","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","regulation of gene expression","GO:0010468","1","0","252","9","3","2939","C0H5A0,C6KSR4,Q8ID85"
"GO:BP","gene expression","GO:0010467","1","0","946","9","7","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85,Q8IJD1"
"GO:BP","cellular process","GO:0009987","1","0","2641","9","9","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:BP","positive regulation of metabolic process","GO:0009893","1","0","77","9","1","2939","C0H5A0"
"GO:BP","negative regulation of metabolic process","GO:0009892","1","0","98","9","1","2939","C6KSR4"
"GO:BP","regulation of biosynthetic process","GO:0009889","1","0","191","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","positive regulation of phosphorus metabolic process","GO:0010562","1","0","9","9","1","2939","C0H5A0"
"GO:BP","phosphorylation","GO:0016310","1","0","196","9","1","2939","C0H5A0"
"GO:BP","histone modification","GO:0016570","1","0","52","9","1","2939","Q8ID85"
"GO:BP","histone acetylation","GO:0016573","1","0","19","9","1","2939","Q8ID85"
"GO:BP","deadenylation-independent decapping of nuclear-transcribed mRNA","GO:0031087","1","0","2","9","1","2939","C6KSR4"
"GO:BP","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","GO:0031086","1","0","2","9","1","2939","C6KSR4"
"GO:BP","ribonucleoprotein complex assembly","GO:0022618","1","0","89","9","1","2939","Q8ID85"
"GO:BP","ribonucleoprotein complex biogenesis","GO:0022613","1","0","272","9","2","2939","Q8ID85,Q8IDT3"
"GO:BP","cellular component assembly","GO:0022607","1","0","263","9","2","2939","Q8IBI5,Q8ID85"
"GO:BP","carboxylic acid metabolic process","GO:0019752","1","0","162","9","1","2939","Q8IBI5"
"GO:BP","protein metabolic process","GO:0019538","1","0","926","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","aromatic compound catabolic process","GO:0019439","1","0","91","9","1","2939","C6KSR4"
"GO:BP","aromatic compound biosynthetic process","GO:0019438","1","0","326","9","1","2939","Q8ID85"
"GO:BP","regulation of metabolic process","GO:0019222","1","0","318","9","3","2939","C0H5A0,C6KSR4,Q8ID85"
"GO:BP","regulation of phosphate metabolic process","GO:0019220","1","0","28","9","1","2939","C0H5A0"
"GO:BP","regulation of nucleobase-containing compound metabolic process","GO:0019219","1","0","192","9","1","2939","Q8ID85"
"GO:BP","peptidyl-lysine acetylation","GO:0018394","1","0","20","9","1","2939","Q8ID85"
"GO:BP","internal peptidyl-lysine acetylation","GO:0018393","1","0","20","9","1","2939","Q8ID85"
"GO:BP","peptidyl-lysine modification","GO:0018205","1","0","48","9","1","2939","Q8ID85"
"GO:BP","peptidyl-amino acid modification","GO:0018193","1","0","138","9","1","2939","Q8ID85"
"GO:BP","heterocycle biosynthetic process","GO:0018130","1","0","331","9","1","2939","Q8ID85"
"GO:BP","mRNA 3'-end processing","GO:0031124","1","0","14","9","1","2939","Q8IB25"
"GO:BP","regulation of kinase activity","GO:0043549","1","0","14","9","1","2939","C0H5A0"
"GO:BP","positive regulation of molecular function","GO:0044093","1","0","30","9","1","2939","C0H5A0"
"GO:BP","amide biosynthetic process","GO:0043604","1","0","331","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","organic substance catabolic process","GO:1901575","1","0","303","9","1","2939","C6KSR4"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","1","0","495","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","1","0","1100","9","4","2939","C0H5A0,Q8IBI5,Q8ID85,Q8IJD1"
"GO:BP","organic cyclic compound biosynthetic process","GO:1901362","1","0","332","9","1","2939","Q8ID85"
"GO:BP","organic cyclic compound catabolic process","GO:1901361","1","0","93","9","1","2939","C6KSR4"
"GO:BP","organic cyclic compound metabolic process","GO:1901360","1","0","971","9","5","2939","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85"
"GO:BP","methylguanosine-cap decapping","GO:0110156","1","0","4","9","1","2939","C6KSR4"
"GO:BP","RNA decapping","GO:0110154","1","0","4","9","1","2939","C6KSR4"
"GO:BP","pre-mRNA cleavage required for polyadenylation","GO:0098789","1","0","2","9","1","2939","Q8IB25"
"GO:BP","mRNA cleavage involved in mRNA processing","GO:0098787","1","0","2","9","1","2939","Q8IB25"
"GO:BP","nucleic acid-templated transcription","GO:0097659","1","0","187","9","1","2939","Q8ID85"
"GO:BP","RNA phosphodiester bond hydrolysis","GO:0090501","1","0","49","9","1","2939","Q8IB25"
"GO:BP","nucleic acid phosphodiester bond hydrolysis","GO:0090305","1","0","95","9","2","2939","C6KSR4,Q8IB25"
"GO:BP","nucleic acid metabolic process","GO:0090304","1","0","818","9","5","2939","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85"
"GO:BP","regulation of primary metabolic process","GO:0080090","1","0","273","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","organic substance biosynthetic process","GO:1901576","1","0","780","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","cellular component organization or biogenesis","GO:0071840","1","0","735","9","3","2939","Q8IBI5,Q8ID85,Q8IDT3"
"GO:BP","alpha-amino acid metabolic process","GO:1901605","1","0","36","9","1","2939","Q8IBI5"
"GO:BP","regulation of cellular macromolecule biosynthetic process","GO:2000112","1","0","58","9","1","2939","C0H5A0"
"GO:BP","regulation of RNA biosynthetic process","GO:2001141","1","0","128","9","1","2939","Q8ID85"
"GO:BP","regulation of nucleic acid-templated transcription","GO:1903506","1","0","128","9","1","2939","Q8ID85"
"GO:BP","ribonucleoprotein complex subunit organization","GO:0071826","1","0","92","9","1","2939","Q8ID85"
"GO:BP","organic substance metabolic process","GO:0071704","1","0","1884","9","8","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IJD1"
"GO:BP","DNA conformation change","GO:0071103","1","0","48","9","1","2939","Q8ID85"
"GO:BP","[2Fe-2S] cluster assembly","GO:0044571","1","0","2","9","1","2939","Q8IBI5"
"GO:BP","small molecule metabolic process","GO:0044281","1","0","294","9","1","2939","Q8IBI5"
"GO:BP","cellular nitrogen compound biosynthetic process","GO:0044271","1","0","636","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","cellular nitrogen compound catabolic process","GO:0044270","1","0","93","9","1","2939","C6KSR4"
"GO:BP","cellular protein metabolic process","GO:0044267","1","0","855","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","cellular macromolecule catabolic process","GO:0044265","1","0","222","9","1","2939","C6KSR4"
"GO:BP","cellular macromolecule metabolic process","GO:0044260","1","0","1099","9","5","2939","C0H5A0,C6KSR4,Q8I324,Q8ID85,Q8IJD1"
"GO:BP","cellular biosynthetic process","GO:0044249","1","0","769","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","cellular catabolic process","GO:0044248","1","0","296","9","1","2939","C6KSR4"
"GO:BP","primary metabolic process","GO:0044238","1","0","1821","9","8","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IJD1"
"GO:BP","cellular metabolic process","GO:0044237","1","0","1870","9","8","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IJD1"
"GO:BP","RNA modification","GO:0009451","1","0","96","9","2","2939","C6KT59,Q8I324"
"GO:BP","cellular component biogenesis","GO:0044085","1","0","443","9","3","2939","Q8IBI5,Q8ID85,Q8IDT3"
"GO:BP","protein-containing complex organization","GO:0043933","1","0","235","9","1","2939","Q8ID85"
"GO:BP","RNA polyadenylation","GO:0043631","1","0","10","9","1","2939","Q8IB25"
"GO:BP","positive regulation of phosphate metabolic process","GO:0045937","1","0","9","9","1","2939","C0H5A0"
"GO:BP","heterocycle metabolic process","GO:0046483","1","0","969","9","5","2939","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85"
"GO:BP","heterocycle catabolic process","GO:0046700","1","0","93","9","1","2939","C6KSR4"
"GO:BP","positive regulation of biological process","GO:0048518","1","0","97","9","1","2939","C0H5A0"
"GO:BP","regulation of molecular function","GO:0065009","1","0","93","9","1","2939","C0H5A0"
"GO:BP","biological regulation","GO:0065007","1","0","667","9","3","2939","C0H5A0,C6KSR4,Q8ID85"
"GO:BP","protein-containing complex assembly","GO:0065003","1","0","203","9","1","2939","Q8ID85"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","1","0","305","9","3","2939","C0H5A0,C6KSR4,Q8ID85"
"GO:BP","positive regulation of transferase activity","GO:0051347","1","0","11","9","1","2939","C0H5A0"
"GO:BP","regulation of transferase activity","GO:0051338","1","0","17","9","1","2939","C0H5A0"
"GO:BP","chromosome organization","GO:0051276","1","0","131","9","1","2939","Q8ID85"
"GO:BP","cellular amide metabolic process","GO:0043603","1","0","355","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","regulation of RNA metabolic process","GO:0051252","1","0","175","9","1","2939","Q8ID85"
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","1","0","28","9","1","2939","C0H5A0"
"GO:BP","regulation of nitrogen compound metabolic process","GO:0051171","1","0","268","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","regulation of cellular process","GO:0050794","1","0","518","9","2","2939","C0H5A0,Q8ID85"
"GO:BP","regulation of catalytic activity","GO:0050790","1","0","90","9","1","2939","C0H5A0"
"GO:BP","regulation of biological process","GO:0050789","1","0","568","9","3","2939","C0H5A0,C6KSR4,Q8ID85"
"GO:BP","positive regulation of cellular process","GO:0048522","1","0","93","9","1","2939","C0H5A0"
"GO:BP","negative regulation of biological process","GO:0048519","1","0","126","9","1","2939","C6KSR4"
"GO:BP","regulation of protein metabolic process","GO:0051246","1","0","105","9","1","2939","C0H5A0"
"GO:BP","serine family amino acid metabolic process","GO:0009069","1","0","9","9","1","2939","Q8IBI5"
"GO:BP","nitrogen compound metabolic process","GO:0006807","1","0","1752","9","8","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IJD1"
"GO:BP","biosynthetic process","GO:0009058","1","0","785","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","macromolecule biosynthetic process","GO:0009059","1","0","569","9","3","2939","C0H5A0,Q8ID85,Q8IJD1"
"GO:BP","translation","GO:0006412","1","0","317","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","mRNA catabolic process","GO:0006402","1","0","59","9","1","2939","C6KSR4"
"GO:BP","RNA catabolic process","GO:0006401","1","0","67","9","1","2939","C6KSR4"
"GO:BP","tRNA modification","GO:0006400","1","0","51","9","2","2939","C6KT59,Q8I324"
"GO:BP","tRNA metabolic process","GO:0006399","1","0","120","9","2","2939","C6KT59,Q8I324"
"GO:BP","mRNA 3'-end processing by stem-loop binding and cleavage","GO:0006398","1","0","4","9","1","2939","Q8IB25"
"GO:BP","mRNA processing","GO:0006397","1","0","143","9","1","2939","Q8IB25"
"GO:BP","RNA processing","GO:0006396","1","0","407","9","3","2939","C6KT59,Q8I324,Q8IB25"
"GO:BP","mRNA cleavage","GO:0006379","1","0","6","9","1","2939","Q8IB25"
"GO:BP","mRNA polyadenylation","GO:0006378","1","0","8","9","1","2939","Q8IB25"
"GO:BP","transcription by RNA polymerase II","GO:0006366","1","0","87","9","1","2939","Q8ID85"
"GO:BP","regulation of transcription by RNA polymerase II","GO:0006357","1","0","55","9","1","2939","Q8ID85"
"GO:BP","regulation of transcription, DNA-templated","GO:0006355","1","0","128","9","1","2939","Q8ID85"
"GO:BP","transcription, DNA-templated","GO:0006351","1","0","187","9","1","2939","Q8ID85"
"GO:BP","chromatin remodeling","GO:0006338","1","0","33","9","1","2939","Q8ID85"
"GO:BP","regulation of translation","GO:0006417","1","0","58","9","1","2939","C0H5A0"
"GO:BP","chromatin organization","GO:0006325","1","0","49","9","1","2939","Q8ID85"
"GO:BP","cellular protein modification process","GO:0006464","1","0","448","9","1","2939","Q8ID85"
"GO:BP","internal protein amino acid acetylation","GO:0006475","1","0","20","9","1","2939","Q8ID85"
"GO:BP","macromolecule catabolic process","GO:0009057","1","0","233","9","1","2939","C6KSR4"
"GO:BP","catabolic process","GO:0009056","1","0","331","9","1","2939","C6KSR4"
"GO:BP","histone mRNA metabolic process","GO:0008334","1","0","7","9","1","2939","Q8IB25"
"GO:BP","metabolic process","GO:0008152","1","0","1965","9","8","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IJD1"
"GO:BP","biological_process","GO:0008150","1","0","2934","9","9","2939","C0H5A0,C6KSR4,C6KT59,Q8I324,Q8IB25,Q8IBI5,Q8ID85,Q8IDT3,Q8IJD1"
"GO:BP","tRNA processing","GO:0008033","1","0","72","9","2","2939","C6KT59,Q8I324"
"GO:BP","organelle organization","GO:0006996","1","0","411","9","1","2939","Q8ID85"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","1","0","379","9","1","2939","C0H5A0"
"GO:BP","phosphorus metabolic process","GO:0006793","1","0","386","9","1","2939","C0H5A0"
"GO:BP","sulfur compound metabolic process","GO:0006790","1","0","44","9","1","2939","Q8IBI5"
"GO:BP","cellular aromatic compound metabolic process","GO:0006725","1","0","964","9","5","2939","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85"
"GO:BP","cysteine metabolic process","GO:0006534","1","0","3","9","1","2939","Q8IBI5"
"GO:BP","cellular amino acid metabolic process","GO:0006520","1","0","83","9","1","2939","Q8IBI5"
"GO:BP","peptide metabolic process","GO:0006518","1","0","335","9","2","2939","C0H5A0,Q8IJD1"
"GO:BP","protein acetylation","GO:0006473","1","0","25","9","1","2939","Q8ID85"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","1","0","930","9","5","2939","C6KSR4,C6KT59,Q8I324,Q8IB25,Q8ID85"
"GO:BP","organic acid metabolic process","GO:0006082","1","0","164","9","1","2939","Q8IBI5"
"GO:BP","RNA methylation","GO:0001510","1","0","50","9","1","2939","Q8I324"
"GO:BP","nuclear-transcribed mRNA catabolic process","GO:0000956","1","0","38","9","1","2939","C6KSR4"
"GO:BP","box C/D snoRNP assembly","GO:0000492","1","0","6","9","1","2939","Q8ID85"
"GO:BP","small nucleolar ribonucleoprotein complex assembly","GO:0000491","1","0","6","9","1","2939","Q8ID85"
"GO:BP","sulfur amino acid metabolic process","GO:0000096","1","0","4","9","1","2939","Q8IBI5"
"GO:CC","Noc2p-Noc3p complex","GO:0030691","0.1250948375236864","0.9027606126186347","1","8","1","3609","Q8IDT3"
"GO:CC","Noc1p-Noc2p complex","GO:0030690","0.1250948375236864","0.9027606126186347","1","8","1","3609","Q8IDT3"
"GO:CC","Noc complex","GO:0030689","0.24994697442025782","0.6021521159649593","2","8","1","3609","Q8IDT3"
"GO:CC","tRNA (m1A) methyltransferase complex","GO:0031515","0.24994697442025782","0.6021521159649593","2","8","1","3609","Q8I324"
"GO:CC","integrator complex","GO:0032039","0.24994697442025782","0.6021521159649593","2","8","1","3609","Q8IB25"
"GO:CC","R2TP complex","GO:0097255","0.4989247606364132","0.30196494236083193","4","8","1","3609","Q8ID85"
"GO:CC","Ino80 complex","GO:0031011","0.4989247606364132","0.30196494236083193","4","8","1","3609","Q8ID85"
"GO:CC","tRNA methyltransferase complex","GO:0043527","0.4989247606364132","0.30196494236083193","4","8","1","3609","Q8I324"
"GO:CC","mRNA cleavage and polyadenylation specificity factor complex","GO:0005847","0.8705812599783235","0.06019068564588492","7","8","1","3609","Q8IB25"
"GO:CC","histone deacetylase complex","GO:0000118","1","0","11","8","1","3609","Q8ID85"
"GO:CC","histone acetyltransferase complex","GO:0000123","1","0","13","8","1","3609","Q8ID85"
"GO:CC","nuclear chromosome","GO:0000228","1","0","48","8","1","3609","Q8ID85"
"GO:CC","Swr1 complex","GO:0000812","1","0","9","8","1","3609","Q8ID85"
"GO:CC","endomembrane system","GO:0012505","1","0","343","8","1","3609","C6KT59"
"GO:CC","plastid","GO:0009536","1","0","401","8","1","3609","C6KT59"
"GO:CC","mRNA cleavage factor complex","GO:0005849","1","0","9","8","1","3609","Q8IB25"
"GO:CC","ribosome","GO:0005840","1","0","167","8","1","3609","Q8IJD1"
"GO:CC","cytosol","GO:0005829","1","0","352","8","1","3609","Q8IBI5"
"GO:CC","endoplasmic reticulum","GO:0005783","1","0","203","8","1","3609","C6KT59"
