"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","catalytic activity, acting on a nucleic acid","GO:0140640","1","0","351","21","4","2920","Q8I282,Q8IAN4,Q8ILY1,Q9U0H1"
"GO:MF","ATPase-coupled intramembrane lipid transporter activity","GO:0140326","1","0","8","21","1","2920","Q8IHY1"
"GO:MF","intramembrane lipid transporter activity","GO:0140303","1","0","9","21","1","2920","Q8IHY1"
"GO:MF","transcription regulator activity","GO:0140110","1","0","67","21","3","2920","C6KSY0,Q8I482,Q8IAM1"
"GO:MF","catalytic activity, acting on RNA","GO:0140098","1","0","247","21","1","2920","Q8ILY1"
"GO:MF","catalytic activity, acting on DNA","GO:0140097","1","0","108","21","4","2920","Q8I282,Q8IAN4,Q8ILY1,Q9U0H1"
"GO:MF","catalytic activity, acting on a protein","GO:0140096","1","0","494","21","5","2920","O77344,O97224,Q8I377,Q8I433,Q8IDD9"
"GO:MF","molecular function regulator activity","GO:0098772","1","0","104","21","1","2920","C0H598"
"GO:MF","RNA polymerase activity","GO:0097747","1","0","35","21","1","2920","Q8ILY1"
"GO:MF","carbohydrate derivative binding","GO:0097367","1","0","552","21","7","2920","O77344,Q8I377,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8ILY1"
"GO:MF","organic cyclic compound binding","GO:0097159","1","0","1222","21","12","2920","C6KSY0,O77344,Q8I282,Q8I377,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:MF","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity","GO:0072587","1","0","1","21","1","2920","C0H598"
"GO:MF","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) regulator activity","GO:0072586","1","0","1","21","1","2920","C0H598"
"GO:MF","ubiquitin-like protein conjugating enzyme activity","GO:0061650","1","0","15","21","1","2920","Q8IDD9"
"GO:MF","ubiquitin conjugating enzyme activity","GO:0061631","1","0","14","21","1","2920","Q8IDD9"
"GO:MF","ATPase regulator activity","GO:0060590","1","0","3","21","1","2920","C0H598"
"GO:MF","cell adhesion molecule binding","GO:0050839","1","0","55","21","1","2920","O77309"
"GO:MF","tau-protein kinase activity","GO:0050321","1","0","1","21","1","2920","O77344"
"GO:MF","protein dimerization activity","GO:0046983","1","0","45","21","1","2920","Q9U0H1"
"GO:MF","protein heterodimerization activity","GO:0046982","1","0","19","21","1","2920","Q9U0H1"
"GO:MF","metal ion binding","GO:0046872","1","0","389","21","1","2920","Q8IHY1"
"GO:MF","host cell surface binding","GO:0046812","1","0","84","21","1","2920","Q8I4R5"
"GO:MF","protein-containing complex binding","GO:0044877","1","0","84","21","1","2920","Q8I482"
"GO:MF","DNA topoisomerase binding","GO:0044547","1","0","1","21","1","2920","C0H598"
"GO:MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","GO:0016818","1","0","218","21","2","2920","Q8I377,Q8IHR4"
"GO:MF","heterocyclic compound binding","GO:1901363","1","0","1221","21","12","2920","C6KSY0,O77344,Q8I282,Q8I377,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:MF","hydrolase activity, acting on acid anhydrides","GO:0016817","1","0","218","21","2","2920","Q8I377,Q8IHR4"
"GO:MF","hydrolase activity, acting on ester bonds","GO:0016788","1","0","199","21","3","2920","Q8I282,Q8ILY1,Q9U0H1"
"GO:MF","protein serine/threonine kinase activity","GO:0004674","1","0","95","21","1","2920","O77344"
"GO:MF","protein kinase activity","GO:0004672","1","0","110","21","1","2920","O77344"
"GO:MF","deoxyribonuclease activity","GO:0004536","1","0","30","21","1","2920","Q8I282"
"GO:MF","exodeoxyribonuclease activity","GO:0004529","1","0","17","21","1","2920","Q8I282"
"GO:MF","nuclease activity","GO:0004518","1","0","80","21","3","2920","Q8I282,Q8ILY1,Q9U0H1"
"GO:MF","helicase activity","GO:0004386","1","0","90","21","2","2920","Q8IAN4,Q8ILY1"
"GO:MF","guanylate cyclase activity","GO:0004383","1","0","2","21","1","2920","Q8IHY1"
"GO:MF","serine-type endopeptidase activity","GO:0004252","1","0","25","21","1","2920","Q8I433"
"GO:MF","endopeptidase activity","GO:0004175","1","0","103","21","1","2920","Q8I433"
"GO:MF","GTPase activity","GO:0003924","1","0","72","21","1","2920","Q8IHR4"
"GO:MF","DNA-directed 5'-3' RNA polymerase activity","GO:0003899","1","0","35","21","1","2920","Q8ILY1"
"GO:MF","DNA primase activity","GO:0003896","1","0","4","21","1","2920","Q8ILY1"
"GO:MF","ubiquitin-protein transferase activity","GO:0004842","1","0","53","21","1","2920","Q8IDD9"
"GO:MF","catalytic activity","GO:0003824","1","0","1540","21","12","2920","C0H4S1,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:MF","transcription coregulator activity","GO:0003712","1","0","23","21","1","2920","Q8I482"
"GO:MF","DNA-binding transcription factor activity","GO:0003700","1","0","45","21","2","2920","C6KSY0,Q8IAM1"
"GO:MF","single-stranded DNA binding","GO:0003697","1","0","31","21","2","2920","Q8ILY1,Q9U0H1"
"GO:MF","double-stranded DNA binding","GO:0003690","1","0","48","21","1","2920","Q9U0H1"
"GO:MF","DNA replication origin binding","GO:0003688","1","0","14","21","1","2920","Q9U0H1"
"GO:MF","damaged DNA binding","GO:0003684","1","0","27","21","1","2920","Q8IAN4"
"GO:MF","DNA helicase activity","GO:0003678","1","0","35","21","2","2920","Q8IAN4,Q8ILY1"
"GO:MF","nucleic acid binding","GO:0003676","1","0","764","21","7","2920","C6KSY0,Q8I282,Q8IAM1,Q8IAN4,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:MF","molecular_function","GO:0003674","1","0","2916","21","21","2920","C0H4S1,C0H598,C6KSW6,C6KSY0,O77309,O77344,O97224,Q8I0U8,Q8I282,Q8I377,Q8I433,Q8I482,Q8I4R5,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:MF","ATPase activator activity","GO:0001671","1","0","8","21","1","2920","C0H598"
"GO:MF","magnesium ion binding","GO:0000287","1","0","31","21","1","2920","Q8IHY1"
"GO:MF","nucleotide binding","GO:0000166","1","0","594","21","8","2920","O77344,Q8I377,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:MF","transcription corepressor activity","GO:0003714","1","0","8","21","1","2920","Q8I482"
"GO:MF","transporter activity","GO:0005215","1","0","182","21","1","2920","Q8IHY1"
"GO:MF","lipid transporter activity","GO:0005319","1","0","18","21","1","2920","Q8IHY1"
"GO:MF","binding","GO:0005488","1","0","2077","21","19","2920","C0H598,C6KSW6,C6KSY0,O77309,O77344,O97224,Q8I0U8,Q8I282,Q8I377,Q8I482,Q8I4R5,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:MF","hydrolase activity","GO:0016787","1","0","694","21","7","2920","Q8I282,Q8I377,Q8I433,Q8IAN4,Q8IHR4,Q8ILY1,Q9U0H1"
"GO:MF","nucleotidyltransferase activity","GO:0016779","1","0","75","21","2","2920","Q8ILY1,Q9U0H1"
"GO:MF","phosphotransferase activity, alcohol group as acceptor","GO:0016773","1","0","144","21","1","2920","O77344"
"GO:MF","transferase activity, transferring phosphorus-containing groups","GO:0016772","1","0","264","21","3","2920","O77344,Q8ILY1,Q9U0H1"
"GO:MF","hexosyltransferase activity","GO:0016758","1","0","18","21","1","2920","C0H4S1"
"GO:MF","glycosyltransferase activity","GO:0016757","1","0","29","21","1","2920","C0H4S1"
"GO:MF","acyltransferase activity, transferring groups other than amino-acyl groups","GO:0016747","1","0","58","21","1","2920","O97224"
"GO:MF","acyltransferase activity","GO:0016746","1","0","73","21","2","2920","O97224,Q8IDD9"
"GO:MF","transferase activity","GO:0016740","1","0","566","21","6","2920","C0H4S1,O77344,O97224,Q8IDD9,Q8ILY1,Q9U0H1"
"GO:MF","pyrophosphatase activity","GO:0016462","1","0","214","21","2","2920","Q8I377,Q8IHR4"
"GO:MF","S-acyltransferase activity","GO:0016417","1","0","15","21","1","2920","O97224"
"GO:MF","palmitoyltransferase activity","GO:0016409","1","0","13","21","1","2920","O97224"
"GO:MF","kinase activity","GO:0016301","1","0","178","21","1","2920","O77344"
"GO:MF","tubulin binding","GO:0015631","1","0","46","21","1","2920","Q8IHR4"
"GO:MF","DNA translocase activity","GO:0015616","1","0","1","21","1","2920","Q8IAN4"
"GO:MF","cyclase activity","GO:0009975","1","0","4","21","1","2920","Q8IHY1"
"GO:MF","exodeoxyribonuclease III activity","GO:0008853","1","0","4","21","1","2920","Q8I282"
"GO:MF","exodeoxyribonuclease I activity","GO:0008852","1","0","5","21","1","2920","Q8I282"
"GO:MF","serine-type peptidase activity","GO:0008236","1","0","27","21","1","2920","Q8I433"
"GO:MF","peptidase activity","GO:0008233","1","0","158","21","2","2920","Q8I377,Q8I433"
"GO:MF","ATP-dependent activity, acting on DNA","GO:0008094","1","0","54","21","2","2920","Q8IAN4,Q8ILY1"
"GO:MF","cytoskeletal protein binding","GO:0008092","1","0","69","21","1","2920","Q8IHR4"
"GO:MF","enzyme activator activity","GO:0008047","1","0","34","21","1","2920","C0H598"
"GO:MF","microtubule binding","GO:0008017","1","0","30","21","1","2920","Q8IHR4"
"GO:MF","GTP binding","GO:0005525","1","0","89","21","1","2920","Q8IHR4"
"GO:MF","ATP binding","GO:0005524","1","0","437","21","6","2920","O77344,Q8I377,Q8IAN4,Q8IDD9,Q8IHY1,Q8ILY1"
"GO:MF","protein binding","GO:0005515","1","0","797","21","11","2920","C0H598,C6KSW6,O77309,O97224,Q8I0U8,Q8I482,Q8I4R5,Q8IDD9,Q8IHR4,Q8ILY1,Q9U0H1"
"GO:MF","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","GO:0016796","1","0","36","21","1","2920","Q8I282"
"GO:MF","sequence-specific double-stranded DNA binding","GO:1990837","1","0","24","21","1","2920","Q9U0H1"
"GO:BP","organelle fission","GO:0048285","0.10475259786360917","0.9798351977283501","48","21","4","2939","C0H598,Q8I482,Q8IAN4,Q8IHR4"
"GO:BP","DNA replication, synthesis of RNA primer","GO:0006269","0.2455846818306112","0.6097987254946712","6","21","2","2939","Q8ILY1,Q9U0H1"
"GO:BP","homologous recombination","GO:0035825","1","0","15","21","1","2939","Q8IAN4"
"GO:BP","protein metabolic process","GO:0019538","1","0","926","21","6","2939","C0H4S1,O77344,O97224,Q8I377,Q8I433,Q8IDD9"
"GO:BP","protein modification process","GO:0036211","1","0","448","21","4","2939","C0H4S1,O77344,O97224,Q8IDD9"
"GO:BP","lipoprotein metabolic process","GO:0042157","1","0","36","21","1","2939","O97224"
"GO:BP","lipoprotein biosynthetic process","GO:0042158","1","0","36","21","1","2939","O97224"
"GO:BP","aromatic compound biosynthetic process","GO:0019438","1","0","326","21","6","2939","C6KSY0,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","regulation of metabolic process","GO:0019222","1","0","318","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","regulation of nucleobase-containing compound metabolic process","GO:0019219","1","0","192","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan","GO:0018406","1","0","1","21","1","2939","C0H4S1"
"GO:BP","protein palmitoylation","GO:0018345","1","0","12","21","1","2939","O97224"
"GO:BP","protein C-linked glycosylation via tryptophan","GO:0018317","1","0","1","21","1","2939","C0H4S1"
"GO:BP","peptidyl-tryptophan modification","GO:0018211","1","0","1","21","1","2939","C0H4S1"
"GO:BP","peptidyl-amino acid modification","GO:0018193","1","0","138","21","1","2939","C0H4S1"
"GO:BP","heterocycle biosynthetic process","GO:0018130","1","0","331","21","6","2939","C6KSY0,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","protein C-linked glycosylation","GO:0018103","1","0","1","21","1","2939","C0H4S1"
"GO:BP","protein ubiquitination","GO:0016567","1","0","70","21","1","2939","Q8IDD9"
"GO:BP","protein processing","GO:0016485","1","0","32","21","1","2939","Q8I433"
"GO:BP","phosphorylation","GO:0016310","1","0","196","21","1","2939","O77344"
"GO:BP","RNA metabolic process","GO:0016070","1","0","676","21","5","2939","C6KSY0,Q8I482,Q8IAM1,Q8ILY1,Q9U0H1"
"GO:BP","cellular component organization","GO:0016043","1","0","560","21","6","2939","C0H598,Q8I482,Q8IAN4,Q8IHR4,Q8IHY1,Q8ILY1"
"GO:BP","phospholipid transport","GO:0015914","1","0","14","21","1","2939","Q8IHY1"
"GO:BP","organophosphate ester transport","GO:0015748","1","0","22","21","1","2939","Q8IHY1"
"GO:BP","organophosphate metabolic process","GO:0019637","1","0","184","21","1","2939","Q8IHY1"
"GO:BP","ribose phosphate metabolic process","GO:0019693","1","0","72","21","1","2939","Q8IHY1"
"GO:BP","cellular nitrogen compound metabolic process","GO:0034641","1","0","1214","21","10","2939","C6KSY0,Q8I282,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","modification-dependent protein catabolic process","GO:0019941","1","0","121","21","1","2939","Q8IDD9"
"GO:BP","lipid translocation","GO:0034204","1","0","9","21","1","2939","Q8IHY1"
"GO:BP","cellular response to stress","GO:0033554","1","0","185","21","2","2939","Q8IAN4,Q9U0H1"
"GO:BP","nuclear DNA replication","GO:0033260","1","0","11","21","1","2939","Q9U0H1"
"GO:BP","macromolecule localization","GO:0033036","1","0","278","21","1","2939","Q8IHY1"
"GO:BP","RNA biosynthetic process","GO:0032774","1","0","195","21","5","2939","C6KSY0,Q8I482,Q8IAM1,Q8ILY1,Q9U0H1"
"GO:BP","DNA duplex unwinding","GO:0032508","1","0","44","21","2","2939","Q8IAN4,Q8ILY1"
"GO:BP","protein modification by small protein conjugation","GO:0032446","1","0","81","21","1","2939","Q8IDD9"
"GO:BP","DNA geometric change","GO:0032392","1","0","44","21","2","2939","Q8IAN4,Q8ILY1"
"GO:BP","obsolete regulation of chromatin silencing","GO:0031935","1","0","2","21","1","2939","Q8I482"
"GO:BP","chromatin assembly","GO:0031497","1","0","14","21","1","2939","Q8I482"
"GO:BP","regulation of cellular biosynthetic process","GO:0031326","1","0","191","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","nucleobase-containing compound biosynthetic process","GO:0034654","1","0","295","21","6","2939","C6KSY0,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","regulation of cellular metabolic process","GO:0031323","1","0","275","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","chromosome condensation","GO:0030261","1","0","8","21","1","2939","C0H598"
"GO:BP","protein catabolic process","GO:0030163","1","0","158","21","1","2939","Q8IDD9"
"GO:BP","signaling","GO:0023052","1","0","149","21","2","2939","O77344,Q8IHY1"
"GO:BP","DNA replication-independent chromatin organization","GO:0034724","1","0","4","21","1","2939","Q8I482"
"GO:BP","DNA strand elongation","GO:0022616","1","0","16","21","1","2939","Q9U0H1"
"GO:BP","protein mannosylation","GO:0035268","1","0","3","21","1","2939","C0H4S1"
"GO:BP","cellular component assembly","GO:0022607","1","0","263","21","1","2939","Q8I482"
"GO:BP","lipid localization","GO:0010876","1","0","23","21","1","2939","Q8IHY1"
"GO:BP","intracellular signal transduction","GO:0035556","1","0","104","21","1","2939","Q8IHY1"
"GO:BP","reproductive process","GO:0022414","1","0","43","21","1","2939","Q8IAN4"
"GO:BP","cell cycle process","GO:0022402","1","0","102","21","4","2939","C0H598,Q8I482,Q8IAN4,Q9U0H1"
"GO:BP","cytoadherence to microvasculature, mediated by symbiont protein","GO:0020035","1","0","56","21","1","2939","O77309"
"GO:BP","cellular macromolecule biosynthetic process","GO:0034645","1","0","372","21","2","2939","C0H4S1,O97224"
"GO:BP","regulation of macromolecule biosynthetic process","GO:0010556","1","0","187","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","regulation of biosynthetic process","GO:0009889","1","0","191","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","regulation of gene expression","GO:0010468","1","0","252","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","response to stress","GO:0006950","1","0","213","21","2","2939","Q8IAN4,Q9U0H1"
"GO:BP","lipid transport","GO:0006869","1","0","22","21","1","2939","Q8IHY1"
"GO:BP","transport","GO:0006810","1","0","466","21","1","2939","Q8IHY1"
"GO:BP","nitrogen compound metabolic process","GO:0006807","1","0","1752","21","15","2939","C0H4S1,C6KSY0,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","phosphate-containing compound metabolic process","GO:0006796","1","0","379","21","2","2939","O77344,Q8IHY1"
"GO:BP","phosphorus metabolic process","GO:0006793","1","0","386","21","2","2939","O77344,Q8IHY1"
"GO:BP","nucleoside phosphate metabolic process","GO:0006753","1","0","102","21","1","2939","Q8IHY1"
"GO:BP","cellular aromatic compound metabolic process","GO:0006725","1","0","964","21","9","2939","C6KSY0,Q8I282,Q8I482,Q8IAM1,Q8IAN4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","peptide metabolic process","GO:0006518","1","0","335","21","1","2939","Q8I433"
"GO:BP","ubiquitin-dependent protein catabolic process","GO:0006511","1","0","118","21","1","2939","Q8IDD9"
"GO:BP","proteolysis","GO:0006508","1","0","249","21","3","2939","Q8I377,Q8I433,Q8IDD9"
"GO:BP","protein lipidation","GO:0006497","1","0","36","21","1","2939","O97224"
"GO:BP","protein glycosylation","GO:0006486","1","0","22","21","1","2939","C0H4S1"
"GO:BP","protein phosphorylation","GO:0006468","1","0","127","21","1","2939","O77344"
"GO:BP","signal peptide processing","GO:0006465","1","0","10","21","1","2939","Q8I433"
"GO:BP","cellular protein modification process","GO:0006464","1","0","448","21","4","2939","C0H4S1,O77344,O97224,Q8IDD9"
"GO:BP","regulation of transcription, DNA-templated","GO:0006355","1","0","128","21","2","2939","C6KSY0,Q8IAM1"
"GO:BP","DNA-templated transcription, initiation","GO:0006352","1","0","34","21","1","2939","C6KSY0"
"GO:BP","transcription, DNA-templated","GO:0006351","1","0","187","21","3","2939","C6KSY0,Q8I482,Q8IAM1"
"GO:BP","DNA replication-independent chromatin assembly","GO:0006336","1","0","3","21","1","2939","Q8I482"
"GO:BP","chromatin organization","GO:0006325","1","0","49","21","1","2939","Q8I482"
"GO:BP","DNA recombination","GO:0006310","1","0","52","21","1","2939","Q8IAN4"
"GO:BP","double-strand break repair via nonhomologous end joining","GO:0006303","1","0","3","21","1","2939","Q9U0H1"
"GO:BP","double-strand break repair","GO:0006302","1","0","38","21","2","2939","Q8IAN4,Q9U0H1"
"GO:BP","DNA repair","GO:0006281","1","0","118","21","2","2939","Q8IAN4,Q9U0H1"
"GO:BP","lagging strand elongation","GO:0006273","1","0","4","21","1","2939","Q9U0H1"
"GO:BP","leading strand elongation","GO:0006272","1","0","5","21","1","2939","Q9U0H1"
"GO:BP","cellular response to DNA damage stimulus","GO:0006974","1","0","130","21","2","2939","Q8IAN4,Q9U0H1"
"GO:BP","proteasomal protein catabolic process","GO:0010498","1","0","84","21","1","2939","Q8IDD9"
"GO:BP","organelle organization","GO:0006996","1","0","411","21","5","2939","C0H598,Q8I482,Q8IAN4,Q8IHR4,Q8ILY1"
"GO:BP","cell cycle","GO:0007049","1","0","136","21","4","2939","C0H598,Q8I482,Q8IAN4,Q9U0H1"
"GO:BP","gene expression","GO:0010467","1","0","946","21","4","2939","C6KSY0,Q8I433,Q8I482,Q8IAM1"
"GO:BP","cellular process","GO:0009987","1","0","2641","21","17","2939","C0H4M0,C0H4S1,C0H598,C6KSY0,O77344,O97224,Q8I282,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","proteasome-mediated ubiquitin-dependent protein catabolic process","GO:0043161","1","0","80","21","1","2939","Q8IDD9"
"GO:BP","obsolete pathogenesis","GO:0009405","1","0","75","21","1","2939","Q8I0U8"
"GO:BP","ribonucleotide biosynthetic process","GO:0009260","1","0","43","21","1","2939","Q8IHY1"
"GO:BP","ribonucleotide metabolic process","GO:0009259","1","0","70","21","1","2939","Q8IHY1"
"GO:BP","cyclic nucleotide biosynthetic process","GO:0009190","1","0","6","21","1","2939","Q8IHY1"
"GO:BP","cyclic nucleotide metabolic process","GO:0009187","1","0","10","21","1","2939","Q8IHY1"
"GO:BP","nucleotide biosynthetic process","GO:0009165","1","0","66","21","1","2939","Q8IHY1"
"GO:BP","purine ribonucleotide biosynthetic process","GO:0009152","1","0","36","21","1","2939","Q8IHY1"
"GO:BP","purine ribonucleotide metabolic process","GO:0009150","1","0","63","21","1","2939","Q8IHY1"
"GO:BP","nucleotide metabolic process","GO:0009117","1","0","99","21","1","2939","Q8IHY1"
"GO:BP","glycoprotein biosynthetic process","GO:0009101","1","0","22","21","1","2939","C0H4S1"
"GO:BP","glycoprotein metabolic process","GO:0009100","1","0","22","21","1","2939","C0H4S1"
"GO:BP","macromolecule biosynthetic process","GO:0009059","1","0","569","21","7","2939","C0H4S1,C6KSY0,O97224,Q8I482,Q8IAM1,Q8ILY1,Q9U0H1"
"GO:BP","biosynthetic process","GO:0009058","1","0","785","21","8","2939","C0H4S1,C6KSY0,O97224,Q8I482,Q8IAM1,Q8IHY1,Q8ILY1,Q9U0H1"
"GO:BP","macromolecule catabolic process","GO:0009057","1","0","233","21","1","2939","Q8IDD9"
"GO:BP","catabolic process","GO:0009056","1","0","331","21","1","2939","Q8IDD9"
"GO:BP","metabolic process","GO:0008152","1","0","1965","21","15","2939","C0H4S1,C6KSY0,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8I482,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
"GO:BP","biological_process","GO:0008150","1","0","2934","21","20","2939","C0H4M0,C0H4S1,C0H598,C6KSY0,O77309,O77344,O97224,Q8I282,Q8I377,Q8I433,Q8I482,Q8I4R5,Q8IAM1,Q8IAN4,Q8IDD9,Q8IHR4,Q8IHY1,Q8IJA6,Q8ILY1,Q9U0H1"
